timestamp,from_unixtime(timestamp),sid,mysql_version,metric_file,Latency,result
1674767009,2023-01-26 21:03:29,1616,MySQL 8.0.28,2023-01-26/006456ff-8128-4bc5-b4e3-eb1ab305a8c3.json,14.225,10;ON;150000;5;6039797760;all;200;754974720;90.000000;10.000000;1;0;201326592;16;null;0;32768;200;328;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;0;30;8000000;2000000000;2;2000;50;33554432;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;8388608;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;4096;18446744073709551615;1024;0;18446744073709551615;1;0;32768;8192;8192;4096;1048576;4194304;512;300;4;134217728;1048576;256;2944;4895;16;1048576;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;4;128;8388608;31536000;OFF;LOGICAL_CLOCK;OFF;0;2;4;2;80;50;400;0;10000;18446744073709551615;0;8192;256;256;1073741824
1674723804,2023-01-26 09:03:24,1616,MySQL 8.0.28,2023-01-26/00c8a803-b714-4ce9-bc88-d4fcbb33139c.json,14.225,10;ON;150000;5;6039797760;all;200;754974720;90.000000;10.000000;1;0;201326592;16;null;0;32768;200;328;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;0;30;8000000;2000000000;2;2000;50;33554432;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;8388608;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;4096;18446744073709551615;1024;0;18446744073709551615;1;0;32768;8192;8192;4096;1048576;4194304;512;300;4;134217728;1048576;256;2944;4895;16;1048576;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;4;128;8388608;31536000;OFF;LOGICAL_CLOCK;OFF;0;2;4;2;80;50;400;0;10000;18446744073709551615;0;8192;256;256;1073741824
1674232196,2023-01-20 16:29:56,2639,MySQL 8.0.29,2023-01-20/00df0693-2cd8-45fe-9ec6-c9c7dbedb337.json,16.87,10;ON;150000;1;134217728;all;200;50331648;90.000000;10.000000;1;0;16777216;16;null;0;32768;200;279;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;0;30;8000000;2000000000;2;2000;50;16777216;256;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;262144;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;4096;18446744073709551615;1024;0;18446744073709551615;1;62;32768;8192;8192;4096;33554432;33554432;512;300;4;134217728;33554432;256;656;512;16;1048576;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;1;128;8388608;31536000;OFF;LOGICAL_CLOCK;OFF;0;2;4;2;80;50;400;0;10000;18446744073709551615;0;8192;256;256;1073741824
1674777685,2023-01-27 00:01:25,2509,MySQL 8.0.32,2023-01-27/011da070-74b2-4c1c-9b7c-d2f2cf9d2398.json,25.933,10;ON;150000;1;134217728;all;200;50331648;90.000000;10.000000;1;0;16777216;9;null;0;32768;200;279;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;0;30;8000000;2000000000;2;2000;50;16777216;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;262144;31536000;18446744073709547520;104857600;18446744073709547520;20;20;18446744073709551615;4096;18446744073709551615;1024;0;18446744073709551615;1;62;32768;8192;8192;4096;131072;262144;512;300;4;134217728;262144;256;2000;4000;16;1048576;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;1;128;8388608;31536000;ON;LOGICAL_CLOCK;OFF;0;2;4;2;80;50;400;0;10000;18446744073709551615;0;8192;256;256;1073741824
1674448212,2023-01-23 04:30:12,2639,MySQL 8.0.29,2023-01-23/0133006f-4c95-4f55-b46d-59ef87bac9e7.json,16.87,10;ON;150000;1;134217728;all;200;50331648;90.000000;10.000000;1;0;16777216;16;null;0;32768;200;279;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;0;30;8000000;2000000000;2;2000;50;16777216;256;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;262144;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;4096;18446744073709551615;1024;0;18446744073709551615;1;62;32768;8192;8192;4096;33554432;33554432;512;300;4;134217728;33554432;256;656;512;16;1048576;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;1;128;8388608;31536000;OFF;LOGICAL_CLOCK;OFF;0;2;4;2;80;50;400;0;10000;18446744073709551615;0;8192;256;256;1073741824
1674345660,2023-01-22 00:01:00,2509,MySQL 8.0.32,2023-01-22/01850f56-993e-4a7a-b5f0-c2ff4de37cc4.json,5.59065,10;ON;150000;1;134217728;all;200;50331648;90.000000;10.000000;1;0;16777216;9;null;0;32768;200;279;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;0;30;8000000;2000000000;2;2000;50;16777216;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;262144;31536000;18446744073709547520;104857600;18446744073709547520;20;20;18446744073709551615;4096;18446744073709551615;1024;0;18446744073709551615;1;62;32768;8192;8192;4096;131072;262144;512;300;4;134217728;262144;256;2000;4000;16;1048576;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;1;128;8388608;31536000;ON;LOGICAL_CLOCK;OFF;0;2;4;2;80;50;400;0;10000;18446744073709551615;0;8192;256;256;1073741824
1675152695,2023-01-31 08:11:35,1805,MySQL 8.0.32,2023-01-31/01b6a9a0-ca20-491e-ae09-c25a67111849.json,137.2470167,10;ON;150000;2;2147483648;all;200;50331648;90.000000;10.000000;1;0;268435456;16;null;0;32768;200;654;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;0;30;8000000;2000000000;2;2000;50;67108864;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;8388608;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;4096;18446744073709551615;1024;0;18446744073709551615;1;0;32768;8192;8192;4096;131072;8388608;512;300;4;134217728;8388608;256;2688;4483;16;1048576;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;2;128;8388608;31536000;ON;LOGICAL_CLOCK;OFF;0;2;4;2;80;50;400;0;10000;18446744073709551615;0;8192;256;256;1073741824
1673773246,2023-01-15 09:00:46,2448,MySQL 8.0.30,2023-01-15/02008421-9f64-41d1-8a11-5a3b2545c576.json,16.7607667,10;ON;150000;1;402653184;all;3072;805306368;90.000000;10.000000;1;0;268435456;128;null;0;32768;200;328;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;0;30;8000000;2000000000;2;6144;50;16777216;3072;0;0;37;1000;134217728;16384;300;4;OFF;56;24;0;128;1048576;6;30;10000;ON;24;524288;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;4096;18446744073709551615;1024;0;18446744073709551615;1;0;32768;8192;8192;4096;1048576;2097152;512;300;4;134217728;3145728;256;4096;8087;16;524288;8192;null;0;8;134217728;25;OFF;ON;640000000;4096;1073741824;1;128;8388608;31536000;ON;LOGICAL_CLOCK;OFF;0;2;24;2;80;50;400;0;16384;18446744073709551615;0;8192;256;256;1073741824
1673406027,2023-01-11 03:00:27,2539,MySQL 8.0.33,2023-01-11/02078447-971b-4843-b63e-dce57d4a1837.json,56.119,10;ON;150000;8;8589934592;all;21000;1073741824;90.000000;10.000000;1;0;134217728;20;null;0;32768;200;279;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;0;30;8000000;2000000000;2;42000;50;16777216;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;262144;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;4096;18446744073709551615;1024;0;18446744073709551615;1;62;32768;8192;8192;4096;131072;262144;512;300;4;134217728;33554432;256;10000;4919;16;262144;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;4;128;8388608;31536000;ON;LOGICAL_CLOCK;OFF;0;2;4;2;80;50;400;0;10000;18446744073709551615;0;8192;256;256;1073741824
1673942455,2023-01-17 08:00:55,2276,MySQL 8.0.33,2023-01-17/020b8657-4a0a-44fb-af4a-3b87144c53f8.json,1.0546333,10;ON;150000;1;402653184;all;200;50331648;90.000000;10.000000;1;0;16777216;9;null;0;32768;200;279;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;0;30;8000000;2000000000;2;2000;50;16777216;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;262144;31536000;18446744073709547520;104857600;18446744073709547520;20;20;18446744073709551615;4096;18446744073709551615;1024;0;18446744073709551615;1;62;32768;8192;8192;4096;131072;262144;512;300;4;134217728;262144;256;2000;4000;16;1048576;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;1;128;8388608;31536000;ON;LOGICAL_CLOCK;OFF;0;2;4;2;80;50;400;0;10000;18446744073709551615;0;8192;256;256;1073741824
